Season,Episode,Character,Scene Count
1,1,3,1
1,1,6,1
1,1,All,5
1,1,Chandler,9
1,1,Customer,1
1,1,Frannie,1
1,1,Joey,8
1,1,Monica,9
1,1,Paul,4
1,1,Phoebe,6
1,1,Rachel,8
1,1,Ross,8
1,1,TV,1
1,1,Waitress,1
1,1,by,1
1,1,me,1
1,2,All,2
1,2,Barry,2
1,2,Bernice,1
1,2,Carol,4
1,2,Chandler,4
1,2,Geller,1
1,2,Joey,4
1,2,Marsha,1
1,2,Monica,4
1,2,Oberman,1
1,2,Phoebe,4
1,2,Rachel,6
1,2,Robbie,2
1,2,Ross,8
1,2,Susan,3
1,2,advice,1
1,2,by,1
1,3,Alan,2
1,3,All,7
1,3,Chandler,8
1,3,Guys,1
1,3,Joey,7
1,3,Lizzie,2
1,3,Monica,10
1,3,Paula,2
1,3,Phoebe,8
1,3,Rachel,8
1,3,Ross,8
1,3,by,1
1,3,question,1
1,3,you,1
1,4,All,4
1,4,Both,1
1,4,Chandler,10
1,4,Guy,1
1,4,Guys,1
1,4,Joanne,2
1,4,Joey,7
1,4,Kid,1
1,4,Kiki,2
1,4,Leslie,2
1,4,Monica,8
1,4,Pheebs,1
1,4,Phoebe,7
1,4,Rachel,9
1,4,Receptionist,2
1,4,Ross,9
1,4,by,1
1,4,out,1
1,5,Angela,4
1,5,Bob,2
1,5,Chandler,7
1,5,Janice,3
1,5,Joey,8
1,5,Monica,8
1,5,Phoebe,6
1,5,Rachel,6
1,5,Ross,7
1,5,Woman,2
1,5,by,1
1,6,All,4
1,6,Aurora,3
1,6,Chandler,7
1,6,Director,1
1,6,Joey,7
1,6,Monica,6
1,6,Phoebe,5
1,6,Rachel,5
1,6,Ross,5
1,6,by,1
1,6,stuff,1
1,6,way,1
1,7,All,1
1,7,Chandler,9
1,7,Heckles,1
1,7,Jill,6
1,7,Joey,6
1,7,Monica,7
1,7,Paolo,3
1,7,Phoebe,11
1,7,Rachel,10
1,7,Ross,8
1,7,by,1
1,7,note,1
1,8,All,2
1,8,Andrea,1
1,8,Chandler,8
1,8,Geller,6
1,8,Joey,6
1,8,Lillian,2
1,8,Lowell,1
1,8,Monica,7
1,8,Nurse,1
1,8,Phoebe,5
1,8,Rachel,6
1,8,Ross,8
1,8,Scene,1
1,8,Shelley,2
1,8,by,1
1,9,All,1
1,9,Carol,2
1,9,Chandler,6
1,9,Girl,1
1,9,Guy,1
1,9,Joey,8
1,9,Monica,5
1,9,Phoebe,6
1,9,Rachel,7
1,9,Ross,7
1,9,Scene,1
1,9,Susan,2
1,9,Terry,1
1,9,by,1
1,9,follows,1
1,9,says,1
1,10,All,3
1,10,Bobby,1
1,10,Chandler,5
1,10,Clark,1
1,10,David,4
1,10,Janice,1
1,10,Joey,4
1,10,Max,4
1,10,Monica,5
1,10,Phoebe,7
1,10,Rachel,6
1,10,Ross,6
1,10,Sandy,1
1,10,Sung,1
1,10,by,1
1,10,holiday,1
1,11,All,2
1,11,Bing,3
1,11,Chandler,6
1,11,Guy,2
1,11,Joey,7
1,11,Leno,1
1,11,Monica,10
1,11,Paolo,2
1,11,Phoebe,8
1,11,Rachel,5
1,11,Ross,7
1,11,Sung,1
1,11,by,1
1,12,2,1
1,12,3,1
1,12,4,1
1,12,5,1
1,12,Assistant,1
1,12,Carol,1
1,12,Chandler,11
1,12,Customer,1
1,12,Girls,1
1,12,Guys,1
1,12,Joey,10
1,12,Monica,7
1,12,Paolo,3
1,12,Phoebe,8
1,12,Rachel,6
1,12,Ross,7
1,12,Susan,1
1,12,by,1
1,12,continues,1
1,13,All,3
1,13,Chandler,9
1,13,Joey,10
1,13,Monica,6
1,13,Phoebe,6
1,13,Rachel,6
1,13,Roger,3
1,13,Ronni,3
1,13,Ross,4
1,13,Tribbiani,6
1,13,by,1
1,13,stop,1
1,14,1,2
1,14,2,2
1,14,3,3
1,14,Carol,2
1,14,Chandler,8
1,14,Janice,6
1,14,Joey,7
1,14,Kristin,2
1,14,Lorraine,2
1,14,Monica,6
1,14,Phoebe,4
1,14,Rachel,6
1,14,Ross,5
1,14,Susan,1
1,14,Woman,1
1,14,by,1
1,14,something,1
1,15,All,1
1,15,Celia,2
1,15,Chandler,7
1,15,Joey,6
1,15,Monica,7
1,15,Phoebe,7
1,15,Rachel,7
1,15,Ross,7
1,15,Steve,2
1,15,Tedlock,1
1,15,Woman,1
1,15,by,1
1,16,13,1
1,16,All,1
1,16,Carol,2
1,16,Chandler,11
1,16,Douglas,2
1,16,Fran,1
1,16,Heckles,2
1,16,Helen,2
1,16,Jamie,1
1,16,Joey,5
1,16,Monica,5
1,16,Nina,4
1,16,Phoebe,6
1,16,Rachel,7
1,16,Ross,6
1,16,Susan,3
1,16,Teacher,3
1,16,Ursula,2
1,16,Woman,1
1,16,by,1
1,16,tip,1
1,16,voice,1
1,17,All,1
1,17,Chandler,7
1,17,Friends,1
1,17,Geller,1
1,17,Joey,5
1,17,Mitchell,3
1,17,Monica,9
1,17,Nurse,3
1,17,Party,1
1,17,Phoebe,5
1,17,Rachel,8
1,17,Rosen,2
1,17,Ross,8
1,17,Ursula,1
1,17,by,1
1,18,All,1
1,18,Chandler,8
1,18,Girls,1
1,18,Guys,2
1,18,Iris,1
1,18,Joey,8
1,18,Monica,8
1,18,Phoebe,7
1,18,Rachel,8
1,18,Ross,8
1,18,by,1
1,19,1,1
1,19,2,1
1,19,4,1
1,19,All,1
1,19,Barry,1
1,19,Both,1
1,19,Chandler,5
1,19,Heckles,2
1,19,Intercom,1
1,19,Joey,5
1,19,Luisa,1
1,19,Monica,5
1,19,Note,1
1,19,Phoebe,4
1,19,Rachel,6
1,19,Ross,5
1,19,by,1
1,19,have,1
1,20,All,3
1,20,Barry,3
1,20,Bernice,2
1,20,Bobby,1
1,20,Chandler,7
1,20,Danielle,1
1,20,Joey,9
1,20,Mindy,2
1,20,Monica,8
1,20,Phoebe,6
1,20,Rachel,10
1,20,Ross,6
1,20,by,1
1,20,letters,1
1,20,this,1
1,21,1,1
1,21,2,1
1,21,Actor,1
1,21,All,1
1,21,Baldhara,1
1,21,Chandler,7
1,21,Joey,8
1,21,Monica,9
1,21,PA,1
1,21,Phoebe,6
1,21,Rachel,9
1,21,Ross,6
1,21,Teacher,2
1,21,Woman,1
1,21,by,1
1,22,All,2
1,22,Chandler,8
1,22,Ethan,3
1,22,Gerston,1
1,22,Joey,6
1,22,Monica,8
1,22,Petrie,1
1,22,Phoebe,7
1,22,Rachel,7
1,22,Ross,7
1,22,Santos,1
1,22,Scene,1
1,22,by,1
1,22,thinking,1
1,23,All,3
1,23,Carol,7
1,23,Chandler,8
1,23,Franzblau,5
1,23,Guy,1
1,23,Janitor,1
1,23,Joey,8
1,23,Lydia,4
1,23,Monica,7
1,23,Nurse,3
1,23,Phoebe,9
1,23,Rachel,8
1,23,Ross,12
1,23,Susan,9
1,23,by,1
1,24,Attendant,1
1,24,Carl,1
1,24,Chandler,5
1,24,Intercom,1
1,24,Joey,6
1,24,Julie,1
1,24,Man,2
1,24,Melanie,2
1,24,Monica,5
1,24,Phoebe,4
1,24,Rachel,8
1,24,Ross,5
1,24,by,1
2,1,6,1
2,1,All,2
2,1,Chandler,8
2,1,Frankie,1
2,1,Joey,6
2,1,Julie,3
2,1,Monica,6
2,1,Paulo,2
2,1,Phoebe,9
2,1,Rachel,9
2,1,Ross,7
2,1,by,1
2,2,All,1
2,2,Annabelle,3
2,2,Carol,3
2,2,Chandler,5
2,2,Customer,1
2,2,Guy,2
2,2,Joey,8
2,2,Julie,2
2,2,Man,3
2,2,Monica,7
2,2,Phoebe,6
2,2,Rachel,7
2,2,Ross,6
2,2,Susan,3
2,2,by,1
2,3,ALISON,1
2,3,ALL,1
2,3,BOYLE,1
2,3,CHANDLER,1
2,3,HECKLES,1
2,3,JANICE,1
2,3,JOEY,1
2,3,MONICA,1
2,3,PHOEBE,1
2,3,RACHEL,1
2,3,ROSS,1
2,3,TREEGER,1
2,3,her,1
2,4,ALL,3
2,4,CHANDLER,6
2,4,DUNCAN,3
2,4,JOEY,5
2,4,JULIE,6
2,4,MONICA,4
2,4,PHOEBE,5
2,4,RACHEL,8
2,4,RAHCEL,1
2,4,ROSS,7
2,4,STRANGER,1
2,4,WOMAN,1
2,5,ALL,1
2,5,CHANDLER,1
2,5,JADE,1
2,5,JOEY,1
2,5,MACHINE,1
2,5,MONICA,1
2,5,PHOEBE,1
2,5,RACHEL,1
2,5,ROSS,1
2,5,STEVE,1
2,5,WAITER,1
2,5,WAITRESS,1
2,6,1,1
2,6,2,1
2,6,BOTH,1
2,6,BOYS,1
2,6,BUS,1
2,6,CAROLINE,1
2,6,CHANDLER,1
2,6,DOCTOR,1
2,6,GUY,1
2,6,JOEY,1
2,6,KID,1
2,6,MONICA,1
2,6,PHOEBE,1
2,6,RACHEL,1
2,6,ROSS,1
2,6,STEPHANIE,1
2,6,TERRY,1
2,6,TOGETHER,1
2,7,6,1
2,7,ALL,2
2,7,CHAN,6
2,7,GUY,1
2,7,JOEY,3
2,7,JULIE,2
2,7,MICH,2
2,7,MNCA,6
2,7,PHOE,4
2,7,RACH,6
2,7,RACHEL,1
2,7,ROSS,3
2,7,WAITER,1
2,8,CHAN,5
2,8,JOEY,6
2,8,JULIE,1
2,8,MNCA,10
2,8,PHOE,5
2,8,RACH,7
2,8,RADIO,1
2,8,ROSS,6
2,8,RTST,3
2,8,five,1
2,8,four,1
2,8,holidays,1
2,8,one,1
2,8,six,1
2,8,three,1
2,8,two,1
2,9,CHANDLER,8
2,9,Chandler,1
2,9,GANG,1
2,9,GRANDMOTHER,2
2,9,GUNTHER,1
2,9,JOEY,8
2,9,MONICA,6
2,9,PHOEBE,9
2,9,RACHEL,6
2,9,ROSS,7
2,9,TREEGER,1
2,9,theme,1
2,10,ALL,1
2,10,CHAN,8
2,10,ESTL,1
2,10,FBOB,5
2,10,GANG,1
2,10,JOEY,6
2,10,JULIE,1
2,10,MNCA,6
2,10,PHOE,7
2,10,RACH,6
2,10,ROSS,5
2,10,RUSS,4
2,10,WAITER,1
2,11,A,1
2,11,ALL,1
2,11,CAROL,1
2,11,CHANDLER,1
2,11,GREEN,1
2,11,JOEY,1
2,11,MINISTER,1
2,11,MONICA,1
2,11,PHOEBE,1
2,11,RACHEL,1
2,11,ROSS,1
2,11,SUSAN,1
2,11,WALLACE,1
2,11,WOMAN,1
2,12,ALL,3
2,12,CHANDLER,8
2,12,DOCTOR,1
2,12,ERICA,4
2,12,GUARD,1
2,12,JANITOR,2
2,12,JOEY,7
2,12,KID,1
2,12,KIDS,1
2,12,LIPSON,1
2,12,MONICA,6
2,12,PHOEBE,7
2,12,RACHEL,7
2,12,ROB,4
2,12,ROSS,10
2,12,TV,1
2,12,VOICEOVER,1
2,12,WAITER,1
2,13,ALL,2
2,13,ASSISTANT,2
2,13,CHANDLER,7
2,13,DAMME,4
2,13,DIRECTOR,1
2,13,GUARD,1
2,13,JOEY,7
2,13,MONICA,6
2,13,PHOEBE,6
2,13,RACHEL,6
2,13,ROSS,7
2,13,SUSIE,3
2,13,TRAINER,1
2,14,ALL,1
2,14,BOTH,1
2,14,CHANDLER,6
2,14,CHIP,1
2,14,GAIL,1
2,14,GELLER,4
2,14,INTERVIEWER,1
2,14,JOEY,4
2,14,MAN,1
2,14,MONICA,6
2,14,NOTE,1
2,14,PHOEBE,5
2,14,RACHEL,4
2,14,ROSS,4
2,14,ROY,1
2,15,ALL,1
2,15,BOTH,1
2,15,BURKE,4
2,15,CHANDLER,6
2,15,GUY,1
2,15,JOEY,6
2,15,MONICA,6
2,15,PHOEBE,4
2,15,RACHEL,8
2,15,ROSS,8
2,15,chandler,1
2,16,ARTIST,1
2,16,CHANDLER,7
2,16,FRIEND,2
2,16,GELLER,6
2,16,JOEY,7
2,16,MONICA,8
2,16,PHOEBE,5
2,16,RACHEL,5
2,16,RICHARD,5
2,16,ROSS,7
2,16,STAR,1
2,17,ALL,5
2,17,BOTH,1
2,17,CHANDLER,7
2,17,EDDIE,3
2,17,GUY,1
2,17,JOEY,6
2,17,MONICA,8
2,17,PHOEBE,7
2,17,PRODUCER,1
2,17,RACHEL,8
2,17,ROSS,8
2,18,AMBER,2
2,18,AMGER,1
2,18,CHANDLER,8
2,18,EDDIE,5
2,18,GUY,1
2,18,HORTON,1
2,18,INTERCOM,1
2,18,JOEY,4
2,18,MONICA,6
2,18,PHOEBE,5
2,18,RACHEL,6
2,18,REMORE,2
2,18,RICHARD,4
2,18,ROSS,7
2,18,TILLY,1
2,18,WRITER,1
2,19,CHANDLER,7
2,19,EDDIE,5
2,19,ESTELLE,1
2,19,GUNTHER,1
2,19,GUY,1
2,19,JOEY,8
2,19,MONICA,5
2,19,MOVER,1
2,19,PHOEBE,4
2,19,RACHEL,4
2,19,ROSS,3
2,20,BEN,1
2,20,CAROL,3
2,20,CHANDLER,5
2,20,ERNIE,1
2,20,JOEY,4
2,20,MONICA,7
2,20,PHOEBE,5
2,20,RACHEL,5
2,20,RICHARD,5
2,20,ROSS,6
2,20,SUSAN,3
2,21,BUFFAY,1
2,21,BULLY,4
2,21,CHANDLER,7
2,21,EVERYONE,1
2,21,FRANK,1
2,21,GUNTHER,1
2,21,JOEY,7
2,21,MONICA,4
2,21,PHOEBE,6
2,21,RACHEL,7
2,21,ROSS,7
2,22,1,1
2,22,ALL,2
2,22,CHANDLER,7
2,22,GELLER,1
2,22,GREENE,3
2,22,GUNTER,1
2,22,GUNTHER,1
2,22,GUY,1
2,22,GUYS,1
2,22,JOEY,6
2,22,MONICA,6
2,22,PHOEBE,6
2,22,RACHEL,5
2,22,ROSS,4
2,22,VOICE,1
2,23,ALL,1
2,23,CHANDLER,5
2,23,DOUGLAS,1
2,23,JEANNIE,1
2,23,JOEY,5
2,23,MONICA,5
2,23,PHOEBE,6
2,23,RACHEL,6
2,23,RICHARD,3
2,23,ROSS,5
2,23,RYAN,4
2,23,SCOTT,1
2,24,9,1
2,24,ALL,5
2,24,BARRY,2
2,24,CHANDLER,6
2,24,JANICE,1
2,24,JOEY,5
2,24,MAN,1
2,24,MINDY,1
2,24,MONICA,8
2,24,PHOEBE,6
2,24,PLANNER,1
2,24,RACHEL,8
2,24,RICHARD,5
2,24,ROSS,9
2,24,WINEBURG,1
3,1,4,1
3,1,All,1
3,1,Chandler,5
3,1,Geller,2
3,1,Janice,3
3,1,Joey,6
3,1,Monica,5
3,1,Phoebe,5
3,1,Rachel,6
3,1,Ross,7
3,1,Video,1
3,1,by,1
3,1,idea,1
3,1,it,1
3,2,7,1
3,2,All,1
3,2,Chandler,4
3,2,Guys,1
3,2,Joey,3
3,2,Machine,2
3,2,Michelle,1
3,2,Monica,2
3,2,Phoebe,2
3,2,Rachel,3
3,2,Richard,2
3,2,Ross,4
3,2,Voice,1
3,2,Whitfield,1
3,2,by,1
3,2,called,1
3,3,All,2
3,3,Chandler,7
3,3,Guy,1
3,3,Janice,2
3,3,Joey,6
3,3,Malcom,2
3,3,Monica,4
3,3,Phoebe,5
3,3,Rachel,6
3,3,Ross,5
3,3,by,1
3,3,comments,1
3,3,says,1
3,4,All,1
3,4,Carol,2
3,4,Chandler,7
3,4,Host,1
3,4,Janice,3
3,4,Joey,6
3,4,Mike,1
3,4,Monica,6
3,4,Phoebe,5
3,4,Rachel,6
3,4,Ross,5
3,4,Susan,2
3,4,by,1
3,4,head,1
3,5,All,2
3,5,Chandler,8
3,5,Frank,5
3,5,Girl,1
3,5,Isabella,1
3,5,Jasmine,1
3,5,Joey,8
3,5,Monica,5
3,5,Phoebe,8
3,5,Rachel,6
3,5,Ross,5
3,5,by,1
3,6,1,2
3,6,2,2
3,6,Chandler,11
3,6,Eric,2
3,6,Friends,1
3,6,Heckles,1
3,6,Janice,1
3,6,Joey,7
3,6,Monica,10
3,6,Note,1
3,6,Phoebe,6
3,6,Rachel,3
3,6,Ross,5
3,6,Waitress,1
3,6,by,1
3,7,All,1
3,7,Chandler,6
3,7,Green,3
3,7,Gunther,2
3,7,Guy,1
3,7,Janice,2
3,7,Jester,1
3,7,Joey,9
3,7,King,1
3,7,Monica,7
3,7,Phoebe,8
3,7,Rachel,6
3,7,Ross,7
3,7,Student,2
3,7,by,1
3,8,Ben,2
3,8,Chandler,6
3,8,Gunther,2
3,8,Janice,2
3,8,Joey,6
3,8,Monica,7
3,8,Phoebe,8
3,8,Rachel,8
3,8,Ross,6
3,8,by,1
3,9,1,1
3,9,2,1
3,9,3,1
3,9,4,1
3,9,5,1
3,9,All,1
3,9,Chandler,4
3,9,Guys,2
3,9,Joey,4
3,9,Margha,2
3,9,Monica,5
3,9,Phoebe,5
3,9,Rachel,5
3,9,Ross,4
3,9,Woman,1
3,9,by,1
3,10,All,1
3,10,Boss,1
3,10,Chandler,9
3,10,Girl,1
3,10,Gunther,3
3,10,Guy,1
3,10,Joey,6
3,10,Leader,1
3,10,Monica,5
3,10,Phoebe,5
3,10,Rachel,7
3,10,Ross,10
3,10,Sarah,3
3,10,Woman,1
3,10,by,1
3,10,me,1
3,11,1,1
3,11,All,4
3,11,Angela,1
3,11,Chandler,8
3,11,Cookie,2
3,11,Grandmother,1
3,11,Gunther,1
3,11,Guy,3
3,11,Joey,7
3,11,Kaplan,1
3,11,Mark,1
3,11,Monica,9
3,11,Phoebe,5
3,11,Rachel,10
3,11,Ross,9
3,11,Sister,1
3,11,Sisters,2
3,11,Theresa,1
3,11,by,1
3,12,Barber,1
3,12,Chandler,5
3,12,Director,3
3,12,Gunther,1
3,12,Jeannine,1
3,12,Joey,6
3,12,Julio,3
3,12,Man,2
3,12,Mark,3
3,12,Monica,4
3,12,Phoebe,3
3,12,Quartet,2
3,12,Rachel,6
3,12,Ross,8
3,12,Singer,1
3,12,Woman,1
3,12,by,1
3,13,8,2
3,13,All,1
3,13,Chandler,5
3,13,Clerk,1
3,13,Date,1
3,13,Gunther,1
3,13,Joey,5
3,13,Monica,8
3,13,Phoebe,5
3,13,Rachel,5
3,13,Richard,7
3,13,Robert,4
3,13,Ross,5
3,13,be,1
3,13,by,1
3,13,nods,1
3,14,Chandler,7
3,14,Commercial,1
3,14,Ginger,4
3,14,Gunther,1
3,14,Joey,7
3,14,Lecturer,2
3,14,Leslie,4
3,14,Mark,1
3,14,Monica,7
3,14,Phoebe,9
3,14,Rachel,5
3,14,Ross,6
3,14,Singer,2
3,14,Woman,1
3,14,by,1
3,14,called,1
3,14,heard,1
3,14,is,1
3,15,10,1
3,15,4,1
3,15,Chandler,5
3,15,Chloe,5
3,15,Issac,2
3,15,Joey,4
3,15,Mark,2
3,15,Mischa,3
3,15,Monica,4
3,15,Phoebe,6
3,15,Rachel,6
3,15,Ross,7
3,15,Sergei,3
3,15,Sophie,1
3,15,by,1
3,16,8,1
3,16,9,1
3,16,All,1
3,16,Chandler,3
3,16,Chloe,4
3,16,Gunther,1
3,16,Issac,1
3,16,Jasmine,1
3,16,Joey,4
3,16,Mark,1
3,16,Monica,4
3,16,Phoebe,4
3,16,Rachel,5
3,16,Ross,8
3,16,by,1
3,16,like,1
3,17,All,4
3,17,Carol,3
3,17,Chandler,8
3,17,Girls,1
3,17,Joey,8
3,17,Monica,9
3,17,Phoebe,9
3,17,Rachel,6
3,17,Ross,5
3,17,by,1
3,18,Alice,3
3,18,All,3
3,18,Chandler,4
3,18,Employee,1
3,18,Frank,4
3,18,Gunther,1
3,18,Joey,8
3,18,Monica,7
3,18,Pete,4
3,18,Phoebe,7
3,18,Rachel,5
3,18,Ross,6
3,18,Secretary,1
3,18,Tape,3
3,18,Walker,1
3,18,by,1
3,19,All,2
3,19,Chandler,8
3,19,Director,3
3,19,Gunther,1
3,19,Joey,7
3,19,Kate,3
3,19,Mark,2
3,19,Monica,4
3,19,Pete,3
3,19,Phoebe,5
3,19,Rachel,5
3,19,Ross,5
3,19,Spokeswoman,1
3,19,by,1
3,20,All,3
3,20,Chandler,7
3,20,Director,2
3,20,Joanna,4
3,20,Joey,6
3,20,Kate,3
3,20,Lauren,3
3,20,Monica,6
3,20,Phoebe,4
3,20,Rachel,8
3,20,Ross,6
3,20,Sophie,3
3,20,Woman,1
3,20,by,1
3,21,Anchorwoman,1
3,21,Chandler,7
3,21,Gunther,1
3,21,Joey,6
3,21,Monica,7
3,21,Pete,3
3,21,Phoebe,5
3,21,Rachel,6
3,21,Ross,7
3,21,by,1
3,22,7,1
3,22,All,2
3,22,Cailin,2
3,22,Chandler,6
3,22,Director,2
3,22,Estelle,1
3,22,Gunther,1
3,22,Joey,7
3,22,Kate,3
3,22,Lauren,3
3,22,Man,1
3,22,Manager,2
3,22,Monica,7
3,22,Pete,1
3,22,Phoebe,6
3,22,Rachel,7
3,22,Ross,6
3,22,Tommy,3
3,22,Voice,3
3,22,by,1
3,23,All,4
3,23,Chandler,6
3,23,Fireman,1
3,23,Jason,3
3,23,Joey,5
3,23,Johnson,1
3,23,Mom,1
3,23,Monica,6
3,23,Pete,2
3,23,Phoebe,9
3,23,Rachel,6
3,23,Rhodes,2
3,23,Ross,8
3,23,Saj,2
3,23,Vince,3
3,23,by,1
3,24,8,1
3,24,All,3
3,24,Announcer,2
3,24,Billy,1
3,24,Bonnie,1
3,24,Chandler,9
3,24,Crystal,1
3,24,Doug,4
3,24,Guys,1
3,24,Hoshi,1
3,24,Joey,5
3,24,Monica,9
3,24,Pete,4
3,24,Phil,1
3,24,Phoebe,7
3,24,Rachel,6
3,24,Referee,1
3,24,Robin,1
3,24,Ross,6
3,24,Stevens,2
3,24,Williams,1
3,24,are,1
3,24,by,1
3,25,All,4
3,25,Bonnie,7
3,25,Chandler,8
3,25,Girls,1
3,25,Guys,1
3,25,Joey,6
3,25,Monica,6
3,25,Phoebe,8
3,25,Rachel,8
3,25,Ross,9
3,25,Sr,2
3,25,by,1
4,1,5,2
4,1,Bonnie,1
4,1,Chandler,8
4,1,Joey,6
4,1,Monica,6
4,1,Phoebe,7
4,1,Rachel,6
4,1,Ross,7
4,1,Ursula,1
4,1,by,1
4,2,All,2
4,2,Chandler,8
4,2,Chip,4
4,2,Guy,1
4,2,Joey,9
4,2,Monica,9
4,2,Peter,1
4,2,Phoebe,4
4,2,Rachel,8
4,2,Ross,5
4,2,Tony,1
4,2,by,1
4,3,All,2
4,3,Chandler,8
4,3,Geller,3
4,3,Joanna,4
4,3,Joey,6
4,3,Monica,7
4,3,Oven,1
4,3,Phoebe,6
4,3,Rachel,9
4,3,Ross,3
4,3,Salesman,3
4,3,Sophie,1
4,3,by,1
4,4,3,1
4,4,All,1
4,4,Chandler,7
4,4,Employee,1
4,4,Interviewer,1
4,4,Joey,8
4,4,Lambert,1
4,4,Monica,7
4,4,Officer,1
4,4,Phoebe,7
4,4,Potter,1
4,4,Rachel,7
4,4,Rick,2
4,4,Ross,6
4,4,Simon,1
4,4,Treeger,5
4,4,Woman,1
4,4,by,1
4,5,2,1
4,5,4,1
4,5,All,1
4,5,Amanda,1
4,5,Chandler,8
4,5,Gunther,3
4,5,Joey,6
4,5,Josh,2
4,5,Kathy,6
4,5,Monica,6
4,5,Phoebe,8
4,5,Rachel,6
4,5,Ross,7
4,5,by,1
4,6,Both,1
4,6,Burkart,3
4,6,Chandler,5
4,6,Cheryl,4
4,6,Everyone,1
4,6,Gunther,1
4,6,Joey,5
4,6,Kathy,2
4,6,Monica,7
4,6,Phoebe,6
4,6,Rachel,5
4,6,Ross,5
4,6,by,1
4,7,All,1
4,7,Casey,1
4,7,Chandler,8
4,7,Joey,4
4,7,Kathy,2
4,7,Monica,4
4,7,Phoebe,6
4,7,Rachel,4
4,7,Ross,6
4,7,by,1
4,8,Burke,1
4,8,Chandler,5
4,8,Doctor,1
4,8,Gunther,1
4,8,Joey,6
4,8,Kathy,2
4,8,Monica,5
4,8,Nurse,1
4,8,Phoebe,3
4,8,Rachel,4
4,8,Ross,4
4,8,Tim,2
4,8,Voice,1
4,8,by,1
4,9,All,1
4,9,Allesandro,3
4,9,Chandler,5
4,9,Gunther,1
4,9,Joanna,3
4,9,Joey,5
4,9,Lynch,2
4,9,Monica,7
4,9,Phoebe,5
4,9,Posner,1
4,9,Rachel,6
4,9,Ross,5
4,9,Sophie,2
4,9,by,1
4,10,All,2
4,10,Chandler,8
4,10,Conductor,2
4,10,Drew,1
4,10,Joey,9
4,10,Mike,1
4,10,Monica,7
4,10,Phoebe,6
4,10,Poughkeepsie,1
4,10,Rachel,4
4,10,Ross,4
4,10,Train,1
4,10,Waiter,2
4,10,Worker,1
4,10,by,1
4,11,Alice,2
4,11,All,4
4,11,Chandler,7
4,11,Frank,2
4,11,Girls,1
4,11,Joey,7
4,11,Monica,7
4,11,Phoebe,4
4,11,Rachel,7
4,11,Ross,5
4,11,Zane,2
4,11,by,1
4,12,Alice,2
4,12,All,4
4,12,Chandler,7
4,12,Frank,2
4,12,Girls,1
4,12,Joey,7
4,12,Monica,7
4,12,Phoebe,4
4,12,Rachel,7
4,12,Ross,5
4,12,Zane,2
4,12,by,1
4,13,All,2
4,13,Chandler,8
4,13,Joey,7
4,13,Joshua,2
4,13,Kathy,3
4,13,Monica,5
4,13,Phoebe,7
4,13,Rachel,7
4,13,Ross,7
4,13,Star,1
4,13,Waltham,3
4,13,by,1
4,14,9,1
4,14,All,2
4,14,Chandler,8
4,14,D,1
4,14,Emily,2
4,14,Guy,2
4,14,Heston,1
4,14,Joey,6
4,14,Joshua,1
4,14,Monica,8
4,14,Phoebe,8
4,14,Rachel,9
4,14,Ross,4
4,14,Waltham,1
4,14,Woman,1
4,14,by,1
4,15,2,1
4,15,All,1
4,15,Attendant,2
4,15,Chandler,6
4,15,Chatracus,1
4,15,Devon,1
4,15,Emily,4
4,15,Janice,5
4,15,Joey,6
4,15,Liam,2
4,15,Monica,5
4,15,Phoebe,7
4,15,Rachel,7
4,15,Ross,5
4,15,Woman,1
4,15,by,1
4,16,All,3
4,16,Chandler,5
4,16,Emily,3
4,16,Gunther,1
4,16,Joey,5
4,16,Joshua,4
4,16,Monica,4
4,16,Phoebe,5
4,16,Rachel,5
4,16,Ross,4
4,16,this,1
4,17,Agent,1
4,17,Alice,1
4,17,Both,1
4,17,Chandler,8
4,17,Doctor,1
4,17,Emily,3
4,17,Frank,1
4,17,Joey,6
4,17,Monica,7
4,17,Phoebe,6
4,17,Rachel,5
4,17,Ross,7
4,17,Treeger,1
4,18,3,1
4,18,Alice,1
4,18,Burgin,2
4,18,Carol,3
4,18,Chandler,5
4,18,Emily,2
4,18,Joey,6
4,18,Joshua,3
4,18,Monica,2
4,18,Phoebe,6
4,18,Rachel,5
4,18,Ross,5
